1.26,1.8825,1.4988,1.1907,0,0.3878,Infinity
1.27,1.8975,1.5005,1.2097,0,0.3924,Infinity
1.28,1.9125,1.4989,1.2288,0,0.3969,Infinity
1.29,1.9275,1.5006,1.2481,0,0.4016,Infinity
1.3,1.9425,1.5006,1.2675,0,0.4062,Infinity
1.31,1.9575,1.4991,1.2871,0,0.4108,Infinity
1.32,1.9725,1.4992,1.3069,0,0.4155,Infinity
1.33,1.9875,1.5024,1.3267,0,0.4202,Infinity
1.34,2.0025,1.4977,1.3468,0,0.425,Infinity
1.35,2.0175,1.5009,1.3669,0,0.4297,Infinity
1.36,2.0325,1.4994,1.3873,0,0.4345,Infinity
1.37,2.0475,1.5011,1.4077,0,0.4393,Infinity
1.38,2.0625,1.4996,1.4283,0,0.4442,Infinity
1.39,2.0775,1.4997,1.4491,0,0.449,Infinity
1.4,2.0925,1.4997,1.47,0,0.4539,Infinity
1.41,2.1075,1.4998,1.4911,0,0.4589,Infinity
1.42,2.1225,1.4999,1.5123,0,0.4638,Infinity
1.43,2.1375,1.5,1.5337,0,0.4688,Infinity
1.44,2.1525,1.5001,1.5553,0,0.4738,Infinity
1.45,2.1675,1.5002,1.5769,0,0.4789,Infinity
1.46,2.1825,1.5003,1.5987,0,0.484,Infinity
1.47,2.1975,1.4989,1.6207,0,0.4891,Infinity
1.48,2.2125,1.5005,1.6429,0,0.4942,Infinity
1.49,2.2275,1.5005,1.6651,0,0.4994,Infinity
1.5,2.2273,-0.0177,1.6874,0,0.5046,Infinity
1.51,2.2123,-1.4995,1.7095,0,0.5098,Infinity
1.52,2.1973,-1.4996,1.7315,0,0.5149,Infinity
1.53,2.1823,-1.5011,1.7533,0,0.52,Infinity
1.54,2.1673,-1.4998,1.775,0,0.525,Infinity
1.55,2.1523,-1.4998,1.7965,0,0.53,Infinity
1.56,2.1373,-1.4999,1.8179,0,0.535,Infinity
1.57,2.1223,-1.5,1.8391,0,0.54,Infinity
1.58,2.1073,-1.5001,1.8602,0,0.5449,Infinity
1.59,2.0923,-1.5002,1.8811,0,0.5498,Infinity
1.6,2.0773,-1.5003,1.9019,0,0.5547,Infinity
1.61,2.0623,-1.5004,1.9225,0,0.5595,Infinity
1.62,2.0473,-1.4989,1.943,0,0.5643,Infinity
1.63,2.0323,-1.5021,1.9633,0,0.5691,Infinity
1.64,2.0173,-1.4974,1.9835,0,0.5739,Infinity
1.65,2.0023,-1.5022,2.0035,0,0.5786,Infinity
1.66,1.9873,-1.4991,2.0234,0,0.5833,Infinity
1.67,1.9723,-1.4992,2.0431,0,0.588,Infinity
1.68,1.9573,-1.5008,2.0627,0,0.5927,Infinity
1.69,1.9423,-1.5009,2.0821,0,0.5973,Infinity
1.7,1.9273,-1.4994,2.1014,0,0.6019,Infinity
1.71,1.9123,-1.4994,2.1205,0,0.6065,Infinity
1.72,1.8973,-1.5011,2.1395,0,0.6111,Infinity
1.73,1.8823,-1.4995,2.1583,0,0.6156,Infinity
1.74,1.8673,-1.4996,2.177,0,0.6201,Infinity
1.75,1.8523,-1.5013,2.1955,0,0.6246,Infinity
1.76,1.8373,-1.498,2.2139,0,0.6291,Infinity
1.77,1.8223,-1.5014,2.2321,0,0.6335,Infinity
1.78,1.8073,-1.4997,2.2502,0,0.638,Infinity
1.79,1.7923,-1.5015,2.2681,0,0.6424,Infinity
1.8,1.7773,-1.4981,2.2859,0,0.6468,Infinity
1.81,1.7623,-1.4999,2.3035,0,0.6511,Infinity
1.82,1.7473,-1.5016,2.3209,0,0.6555,Infinity
1.83,1.7323,-1.4982,2.3383,0,0.6598,Infinity
1.84,1.7173,-1.5017,2.3554,0,0.6641,Infinity
1.85,1.7023,-1.4983,2.3725,0,0.6684,Infinity
1.86,1.6873,-1.5018,2.3893,0,0.6726,Infinity
1.87,1.6723,-1.4983,2.4061,0,0.6769,Infinity
1.88,1.6573,-1.5019,2.4226,0,0.6811,Infinity
1.89,1.6423,-1.4984,2.4391,0,0.6853,Infinity
1.9,1.6273,-1.5002,2.4553,0,0.6895,Infinity
1.91,1.6123,-1.5002,2.4715,0,0.6937,Infinity
1.92,1.5973,-1.5003,2.4874,0,0.6978,Infinity
1.93,1.5823,-1.5003,2.5033,0,0.702,Infinity
1.94,1.5673,-1.5003,2.5189,0,0.7061,Infinity
1.95,1.5523,-1.4985,2.5345,0,0.7102,Infinity
1.96,1.5373,-1.5004,2.5498,0,0.7143,Infinity
1.97,1.5223,-1.5004,2.5651,0,0.7183,Infinity
1.98,1.5073,-1.5004,2.5801,0,0.7224,Infinity
1.99,1.4923,-1.5004,2.595,0,0.7264,Infinity
2,1.4773,-1.4986,2.6098,0,0.7304,Infinity
2.01,1.4623,-1.5005,2.6244,0,0.7344,Infinity
2.02,1.4473,-1.5005,2.6389,0,0.7383,Infinity
2.03,1.4323,-1.4986,2.6533,0,0.7423,Infinity
2.04,1.4173,-1.5024,2.6674,0,0.7462,Infinity
2.05,1.4023,-1.4986,2.6814,0,0.7502,Infinity
2.06,1.3873,-1.4986,2.6953,0,0.7541,Infinity
2.07,1.3723,-1.5025,2.709,0,0.7579,Infinity
2.08,1.3573,-1.4987,2.7226,0,0.7618,Infinity
2.09,1.3423,-1.4987,2.7361,0,0.7657,Infinity
2.1,1.3273,-1.5026,2.7493,0,0.7695,Infinity
2.11,1.3123,-1.4987,2.7624,0,0.7733,Infinity
2.12,1.2973,-1.5006,2.7754,0,0.7771,Infinity
2.13,1.2823,-1.4987,2.7882,0,0.7809,Infinity
2.14,1.2673,-1.5006,2.8009,0,0.7847,Infinity
2.15,1.2523,-1.5006,2.8134,0,0.7884,Infinity
2.16,1.2373,-1.5006,2.8258,0,0.7922,Infinity
2.17,1.2223,-1.4986,2.838,0,0.7959,Infinity
2.18,1.2073,-1.5006,2.8501,0,0.7996,Infinity
2.19,1.1923,-1.4986,2.862,0,0.8033,Infinity
2.2,1.1773,-1.5027,2.8738,0,0.8069,Infinity
2.21,1.1623,-1.4986,2.8854,0,0.8106,Infinity
2.22,1.1473,-1.4985,2.8969,0,0.8142,Infinity
2.23,1.1323,-1.5027,2.9082,0,0.8178,Infinity
2.24,1.1173,-1.4985,2.9194,0,0.8214,Infinity
2.25,1.1023,-1.5005,2.9304,0,0.825,Infinity
2.26,1.0873,-1.4984,2.9413,0,0.8286,Infinity
2.27,1.0723,-1.5026,2.952,0,0.8321,Infinity
2.28,1.0573,-1.4984,2.9626,0,0.8357,Infinity
2.29,1.0423,-1.5004,2.973,0,0.8392,Infinity
2.3,1.0273,-1.4983,2.9833,0,0.8427,Infinity
2.31,1.0123,-1.5025,2.9934,0,0.8461,Infinity
2.32,0.9973,-1.4982,3.0034,0,0.8496,Infinity
2.33,0.9823,-1.5003,3.0132,0,0.853,Infinity
2.34,0.9673,-1.5002,3.0229,0,0.8565,Infinity
2.35,0.9523,-1.5002,3.0324,0,0.8599,Infinity
2.36,0.9373,-1.5001,3.0418,0,0.8632,Infinity
2.37,0.9223,-1.5001,3.051,0,0.8666,Infinity
2.38,0.9073,-1.5,3.0601,0,0.8699,Infinity
2.39,0.8923,-1.4999,3.069,0,0.8733,Infinity
2.4,0.8773,-1.4999,3.0777,0,0.8766,Infinity
2.41,0.8623,-1.4975,3.0864,0,0.8798,Infinity
2.42,0.8473,-1.5043,3.0948,0,0.8831,Infinity
2.43,0.8323,-1.4973,3.1032,0,0.8863,Infinity
2.44,0.8173,-1.4995,3.1114,0,0.8896,Infinity
2.45,0.8023,-1.5017,3.1194,0,0.8927,Infinity
2.46,0.7873,-1.4992,3.1273,0,0.8959,Infinity
2.47,0.7723,-1.4991,3.135,0,0.8991,Infinity
2.48,0.7573,-1.5014,3.1426,0,0.9022,Infinity
2.49,0.7423,-1.4988,3.15,0,0.9053,Infinity
2.5,0.7273,-1.5011,3.1573,0,0.9084,Infinity
2.51,0.7123,-1.5009,3.1644,0,0.9114,Infinity
2.52,0.6973,-1.4983,3.1713,0,0.9144,Infinity
2.53,0.6823,-1.4981,3.1782,0,0.9174,Infinity
2.54,0.6673,-1.5029,3.1848,0,0.9204,Infinity
2.55,0.6523,-1.5002,3.1914,0,0.9233,Infinity
2.56,0.6373,-1.4974,3.1977,0,0.9262,Infinity
2.57,0.6223,-1.5023,3.204,0,0.9291,Infinity
2.58,0.6073,-1.4968,3.21,0,0.9319,Infinity
2.59,0.5923,-1.5018,3.216,0,0.9347,Infinity
2.6,0.5773,-1.5016,3.2217,0,0.9375,Infinity
2.61,0.5623,-1.4985,3.2274,0,0.9403,Infinity
2.62,0.5473,-1.4981,3.2328,0,0.943,Infinity
2.63,0.5323,-1.5034,3.2381,0,0.9456,Infinity
2.64,0.5173,-1.4974,3.2433,0,0.9483,Infinity
2.65,0.5023,-1.4997,3.2484,0,0.9508,Infinity
2.66,0.4873,-1.5023,3.2532,0,0.9534,Infinity
2.67,0.4723,-1.4959,3.258,0,0.9559,Infinity
