0,0,0,0,0,90,Infinity,0
0.0103,0.0116,1.125,0.0002,0,90,Infinity,0
0.0206,0.0232,1.125,0.0004,0,89.9999,Infinity,0
0.0301,0.038,1.5694,0.0008,0,89.9998,Infinity,0
0.0406,0.053,1.4223,0.0013,0,89.9997,Infinity,0
0.0505,0.0683,1.5467,0.002,0,89.9995,Infinity,0
0.0601,0.083,1.5245,0.0028,0,89.9993,Infinity,0
0.0703,0.0978,1.4578,0.0038,0,89.9991,Infinity,0
0.0801,0.1128,1.5233,0.0049,0,89.9988,Infinity,0
0.0901,0.1277,1.4935,0.0062,0,89.9985,Infinity,0
0.1001,0.1426,1.4957,0.0076,0,89.9981,Infinity,0
0.1101,0.1577,1.4972,0.0092,0,89.9977,Infinity,0
0.1202,0.1727,1.4982,0.0109,0,89.9972,Infinity,0
0.1301,0.1877,1.5142,0.0128,0,89.9968,Infinity,0
0.1402,0.2027,1.4833,0.0148,0,89.9963,Infinity,0
0.1501,0.2177,1.5131,0.017,0,89.9957,Infinity,0
0.16,0.2326,1.4986,0.0193,0,89.9951,Infinity,0
0.1702,0.2476,1.4878,0.0218,0,89.9945,Infinity,0
0.1801,0.2627,1.5118,0.0244,0,89.9938,Infinity,0
0.1901,0.2776,1.4999,0.0272,0,89.9931,Infinity,0
0.2,0.2925,1.5002,0.0301,0,89.9924,Infinity,0
0.2101,0.3075,1.4914,0.0332,0,89.9916,Infinity,0
0.2201,0.3226,1.5016,0.0364,0,89.9907,Infinity,0
0.23,0.3376,1.5102,0.0398,0,89.9898,Infinity,0
0.24,0.3525,1.4931,0.0433,0,89.9889,Infinity,0
0.2501,0.3675,1.4944,0.047,0,89.988,Infinity,0
0.26,0.3825,1.5101,0.0508,0,89.987,Infinity,0
0.27,0.3975,1.4951,0.0548,0,89.9859,Infinity,0
0.2801,0.4125,1.4961,0.0589,0,89.9848,Infinity,0
0.2901,0.4276,1.5033,0.0632,0,89.9837,Infinity,0
0.3,0.4426,1.5033,0.0676,0,89.9825,Infinity,0
0.31,0.4575,1.4973,0.0722,0,89.9813,Infinity,0
0.3201,0.4725,1.498,0.0769,0,89.98,Infinity,0
0.33,0.4875,1.5042,0.0818,0,89.9787,Infinity,0
0.3401,0.5025,1.4934,0.0868,0,89.9773,Infinity,0
0.3501,0.5176,1.5048,0.092,0,89.9758,Infinity,0
0.3601,0.5326,1.4997,0.0973,0,89.9744,Infinity,0
0.37,0.5476,1.5001,0.1028,0,89.9729,Infinity,0
0.38,0.5625,1.5006,0.1084,0,89.9713,Infinity,0
0.3901,0.5775,1.4964,0.1142,0,89.9697,Infinity,0
0.4,0.5925,1.506,0.1201,0,89.968,Infinity,0
0.41,0.6075,1.4931,0.1262,0,89.9663,Infinity,0
0.42,0.6225,1.5024,0.1324,0,89.9645,Infinity,0
0.43,0.6375,1.5027,0.1388,0,89.9626,Infinity,0
0.44,0.6525,1.499,0.1453,0,89.9607,Infinity,0
0.45,0.6675,1.4958,0.152,0,89.9588,Infinity,0
0.46,0.6825,1.504,0.1588,0,89.9567,Infinity,0
0.47,0.6975,1.5006,0.1658,0,89.9547,Infinity,0
